clip_dir,motion,label,time_of_day,flow_magnitude
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/01,moving straight,0,daytime,3.2676894664764404
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_11/04,stop,1,daytime,0.4419362545013428
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_19/04,stop,1,daytime,0.05117342621088028
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_1/04,stop,1,daytime,0.21588969230651855
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/04,stop,1,daytime,0.5601102113723755
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/04,stop,1,daytime,0.17836931347846985
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_5/03,moving straight,0,daytime,4.587059497833252
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_6/02,curved lane driving,0,daytime,5.886038780212402
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/02,moving straight,0,daytime,6.165332794189453
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/04,moving straight,0,daytime,8.312444686889648
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/02,stop,1,daytime,1.6351981163024902
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,moving straight,0,nighttime,4.166762351989746
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,moving straight,0,daytime,6.495353698730469
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04,stop,1,daytime,2.4819045066833496
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,stop,1,daytime,0.2795502841472626
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,stop,1,daytime,0.03497534245252609
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/03,stop,1,daytime,1.350562572479248
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/04,moving straight,0,daytime,2.174717903137207
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,moving straight,0,daytime,0.8835541605949402
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,stop,1,daytime,1.6160238981246948
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_22/02,stop,1,daytime,2.1583969593048096
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/04,moving straight,0,daytime,10.168632507324219
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/01,stop,1,daytime,2.188859462738037
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/03,moving straight,0,daytime,6.274660587310791
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_10/03,moving straight,0,daytime,2.684849262237549
