source,query,clip_dir,score,is_positive
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.8788397312164307,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.8306092023849487,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.8666834235191345,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.8396024107933044,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.8625398874282837,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.8328431844711304,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.9034131169319153,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.8356590270996094,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.9012951850891113,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.8633283972740173,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.8708711266517639,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.8727594017982483,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.8889481425285339,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.8681079745292664,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.8681349158287048,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.8706331849098206,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.8732408881187439,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.8468176126480103,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.8917084336280823,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.8666514754295349,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.8670327663421631,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.8865020871162415,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.7517680525779724,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.8607068061828613,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.8339632153511047,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.8785532712936401,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.870292603969574,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.8724560737609863,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.8741050958633423,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.8379155397415161,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.8994645476341248,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.9190900921821594,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.8345714807510376,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.8671410083770752,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.7862264513969421,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.8781658411026001,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.8225668668746948,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.867969810962677,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.8648070693016052,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.8972576260566711,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.9107493758201599,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.8902326226234436,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.8716211915016174,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.8789529204368591,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.8621443510055542,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.8656578660011292,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.8589865565299988,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.8042919635772705,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.8317720890045166,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.8702328205108643,True
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.8467710614204407,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.8452963829040527,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.8806050419807434,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.9026678800582886,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.8800367116928101,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.8719838857650757,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.8456866145133972,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.8764347434043884,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.864529013633728,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.9116126894950867,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.8707473278045654,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.805325448513031,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.8279310464859009,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.8781486749649048,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.8839356303215027,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.8746978640556335,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.8617209196090698,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.8822478652000427,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.8812238574028015,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.8414984345436096,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.8614580631256104,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.8085924386978149,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.8708711266517639,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.9019325375556946,False
caption_txt,The vehicle is turning right.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.8691795468330383,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.8490983843803406,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.863486111164093,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.8403403759002686,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.8184904456138611,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.8758823275566101,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.8746229410171509,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.8284600973129272,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.8680933713912964,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.8551841378211975,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.8864697217941284,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.8147197961807251,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.8683940768241882,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.8776822686195374,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.8743901252746582,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.8607956767082214,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.8559530377388,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.8736807703971863,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.8585039377212524,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.8353576064109802,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.8685402870178223,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.9134895205497742,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.8943489789962769,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.857530415058136,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.8806407451629639,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.830041229724884,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.8801272511482239,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.823148787021637,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.8538563847541809,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.84007328748703,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.8572545051574707,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.8251102566719055,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.8916362524032593,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.8397783637046814,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.910353422164917,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.8569130897521973,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.8628417253494263,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.8607618808746338,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.8822187185287476,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.85921710729599,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.8568334579467773,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.8634478449821472,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.8738898634910583,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.8457261919975281,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.8768519759178162,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.8558040857315063,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.8585339784622192,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.8728222846984863,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.753538191318512,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.8595045804977417,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.8277868628501892,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.8688690066337585,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.8627907633781433,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.8631240129470825,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.8658707737922668,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.8280600905418396,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.8920807242393494,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.9088166952133179,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.8282533884048462,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.8709944486618042,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.7956416010856628,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.8707959055900574,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.8278538584709167,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.8696866035461426,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.8774610757827759,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.887484073638916,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.9050624966621399,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.8796048760414124,True
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.8598676919937134,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.8715693950653076,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.860558271408081,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.8664712905883789,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.8567293882369995,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.8054805397987366,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.8262197971343994,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.8584198951721191,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.847106397151947,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.8430569171905518,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.8816612958908081,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.8962542414665222,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.879083514213562,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.8606449961662292,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.8409328460693359,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.8645426034927368,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.8671311736106873,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.9067999124526978,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.8700224757194519,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.8189488053321838,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.8267219066619873,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.8633763194084167,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.8760513067245483,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.8727742433547974,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.8634858727455139,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.8785029053688049,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.8740060925483704,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.8446444869041443,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.8656925559043884,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.8128300905227661,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.8628417253494263,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.9000348448753357,False
caption_txt,The vehicle is turning left.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.8559024333953857,False
caption_txt,The vehicle is stopped.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.8396867513656616,False
caption_txt,The vehicle is stopped.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.8697094917297363,False
