clip_dir,motion,label,time_of_day,flow_magnitude
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_1/04,stop,1,daytime,0.21588969230651855
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_4/04,stop,1,daytime,4.190098285675049
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,turning right,0,daytime,6.771101474761963
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/01,moving straight,0,daytime,4.874343395233154
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,stop,1,daytime,0.5877576470375061
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_2/04,stop,1,daytime,0.03497534245252609
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,0.019736072048544884
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,0.11014571785926819
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/01,moving straight,0,daytime,4.682188034057617
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,curved lane driving,0,nighttime,3.546741485595703
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_20/02,moving straight,0,daytime,7.567032814025879
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/03,stop,1,daytime,1.5432229042053223
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/01,stop,1,daytime,0.03399301692843437
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/01,moving straight,0,daytime,3.3274483680725098
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_23/04,stop,1,daytime,4.527685165405273
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_31/01,moving straight,0,daytime,5.136762619018555
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_8/04,moving straight,0,daytime,5.410380840301514
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_17/04,moving straight,0,daytime,8.177456855773926
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/03,moving straight,0,daytime,2.4126088619232178
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04,stop,1,daytime,2.4819045066833496
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/04,moving straight,0,daytime,8.162997245788574
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,stop,1,nighttime,1.5790945291519165
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_23/02,curved lane driving,0,daytime,4.011782646179199
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/01,moving straight,0,daytime,7.900808334350586
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_15/04,stop,1,daytime,4.652472496032715
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,turning right,0,daytime,8.351591110229492
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/02,moving straight,0,daytime,6.862515926361084
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_9/03,stop,1,daytime,0.04924739897251129
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/04,stop,1,daytime,0.8553425073623657
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_13/04,moving straight,0,daytime,5.71602725982666
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/02,moving straight,0,daytime,7.027980804443359
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/03,curved lane driving,0,daytime,2.1469147205352783
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/01,stop,1,daytime,0.023297209292650223
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02,moving straight,0,daytime,2.5504097938537598
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_30/01,moving straight,0,daytime,5.0093841552734375
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/02,stop,1,daytime,0.06152620166540146
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_12/01,stop,1,daytime,0.43631401658058167
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_5/01,moving straight,0,daytime,5.269641876220703
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_9/03,curved lane driving,0,daytime,5.763193130493164
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/01,moving straight,0,daytime,3.815256118774414
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_2/01,stop,1,daytime,0.33687296509742737
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_22/02,stop,1,daytime,2.1583969593048096
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,moving straight,0,daytime,3.5590014457702637
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/01,stop,1,daytime,3.2400786876678467
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/01,moving straight,0,daytime,6.31056022644043
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/01,stop,1,daytime,0.14221519231796265
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_6/02,curved lane driving,0,daytime,6.388615608215332
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/02,moving straight,0,daytime,7.727554798126221
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_4/04,moving straight,0,daytime,2.8441286087036133
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/02,stop,1,daytime,2.5786805152893066
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_12/03,moving straight,0,daytime,6.352934837341309
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_11/04,stop,1,daytime,0.4419362545013428
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/04,moving straight,0,daytime,6.8235321044921875
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_5/04,moving straight,0,daytime,8.472658157348633
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/03,moving straight,0,daytime,5.178389072418213
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_19/01,stop,1,daytime,2.415097236633301
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_19/01,stop,1,daytime,0.23050174117088318
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_8/02,moving straight,0,daytime,4.722353935241699
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_14/04,stop,1,daytime,0.07003271579742432
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_6/03,stop,1,daytime,1.978290319442749
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/04,curved lane driving,0,daytime,8.651725769042969
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_1/01,moving straight,0,daytime,7.150879859924316
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_9/03,moving straight,0,daytime,4.072515487670898
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,stop,1,daytime,2.482478380203247
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_1/04,moving straight,0,daytime,2.7651619911193848
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,moving straight,0,daytime,5.9297380447387695
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,curved lane driving,0,nighttime,2.9716978073120117
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/01,stop,1,daytime,3.3179359436035156
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_12/04,stop,1,daytime,0.0792616456747055
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/03,stop,1,daytime,2.734867811203003
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_2/02,stop,1,daytime,1.354786992073059
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/04,moving straight,0,daytime,7.085046768188477
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_10/02,stop,1,daytime,2.6055831909179688
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/03,stop,1,daytime,1.350562572479248
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,curved lane driving,0,daytime,6.160475730895996
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,stop,1,daytime,0.0363863930106163
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,turning right,0,daytime,8.337108612060547
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_5/01,stop,1,daytime,0.09181448817253113
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_26/01,curved lane driving,0,daytime,5.737636566162109
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/01,moving straight,0,daytime,5.273287296295166
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,stop,1,daytime,0.09682844579219818
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_3/04,stop,1,daytime,0.21758821606636047
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_15/02,moving straight,0,daytime,2.9524385929107666
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/02,stop,1,daytime,0.23376914858818054
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/02,stop,1,daytime,1.6351981163024902
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,curved lane driving,0,nighttime,3.665497064590454
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_2/02,stop,1,daytime,1.7841074466705322
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,moving straight,0,daytime,17.4932918548584
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_6/04,moving straight,0,daytime,7.151630401611328
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,stop,1,nighttime,0.017323020845651627
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/03,moving straight,0,daytime,10.490446090698242
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,0.0626852959394455
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_1/02,moving straight,0,daytime,7.910129547119141
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,stop,1,daytime,0.4477757215499878
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/04,stop,1,daytime,0.4433334767818451
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/04,stop,1,daytime,0.17836931347846985
