id,video_file,word,tag,type,is_true,style,score
people_dancing,people_dancing.webm,outdoors,NNS,object,True,photo,0.031488124281167984
people_dancing,people_dancing.webm,group,NN,object,True,photo,0.23508700728416443
people_dancing,people_dancing.webm,clothing,NN,object,True,photo,0.04294785112142563
people_dancing,people_dancing.webm,people,NNS,object,True,photo,0.20452404022216797
people_dancing,people_dancing.webm,singing,VBG,action,True,photo,0.6692240238189697
people_dancing,people_dancing.webm,playing,VBG,action,False,photo,0.06602275371551514
people_dancing,people_dancing.webm,bare,NN,object,False,photo,0.08319433033466339
people_dancing,people_dancing.webm,dogs,NNS,object,False,photo,0.002792402869090438
people_dancing,people_dancing.webm,leaves,NNS,object,False,photo,0.003272526664659381
people_dancing,people_dancing.webm,park,NN,object,False,photo,0.00538542540743947
people_dancing,people_dancing.webm,trees,NNS,object,False,photo,0.020636148750782013
people_dancing,people_dancing.webm,ground,NN,object,False,photo,0.03265252336859703
people_dancing,people_dancing.webm,sitting,VBG,action,False,photo,0.06993494927883148
people_dancing,people_dancing.webm,speaking,VBG,action,False,photo,0.21748273074626923
people_dancing,people_dancing.webm,suits,NNS,object,False,photo,0.005072335246950388
people_dancing,people_dancing.webm,business,NN,object,False,photo,0.01019998174160719
bicycle_ride,bicycle_ride.ogv,shirt,NN,object,True,photo,0.00804472528398037
bicycle_ride,bicycle_ride.ogv,bicycle,NN,object,True,photo,0.02927342616021633
bicycle_ride,bicycle_ride.ogv,city,NN,object,True,photo,0.12278521060943604
bicycle_ride,bicycle_ride.ogv,riding,VBG,action,True,photo,0.18254166841506958
bicycle_ride,bicycle_ride.ogv,street,NN,object,True,photo,0.1960696578025818
bicycle_ride,bicycle_ride.ogv,man,NN,object,True,photo,0.06851337105035782
bicycle_ride,bicycle_ride.ogv,child,NN,object,False,photo,0.013257179409265518
bicycle_ride,bicycle_ride.ogv,kitchen,NN,object,False,photo,0.000811017700470984
bicycle_ride,bicycle_ride.ogv,burger,NN,object,False,photo,0.007606642786413431
bicycle_ride,bicycle_ride.ogv,thermometer,NN,object,False,photo,0.001039951341226697
bicycle_ride,bicycle_ride.ogv,food,NN,object,False,photo,0.0037696019280701876
bicycle_ride,bicycle_ride.ogv,adults,NNS,object,False,photo,0.02400374226272106
bicycle_ride,bicycle_ride.ogv,cooking,VBG,action,False,photo,0.002193779917433858
bicycle_ride,bicycle_ride.ogv,standing,VBG,action,False,photo,0.04719357192516327
bicycle_ride,bicycle_ride.ogv,woman,NN,object,False,photo,0.041578274220228195
