clip_dir,field,sentence,score,label
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,motion,The vehicle is stopped.,0.1921285092830658,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,motion,The vehicle is turning right.,0.32707223296165466,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,weather,The weather is rainy.,0.27866852283477783,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,weather,It is snowing.,0.016713861376047134,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,time_of_day,It is daytime.,0.1434061974287033,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/01,time_of_day,It is nighttime.,0.013164056465029716,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,motion,The vehicle is moving straight.,0.49745702743530273,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,motion,The vehicle is turning right.,0.27574628591537476,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,weather,The weather is cloudy.,0.12659481167793274,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,weather,It is snowing.,0.003991822712123394,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,time_of_day,It is daytime.,0.1556241363286972,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_2/03,time_of_day,It is nighttime.,0.012517990544438362,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,motion,The vehicle is moving straight.,0.6663984656333923,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,motion,The vehicle is turning left.,0.313391774892807,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,weather,The weather is cloudy.,0.102669358253479,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,weather,The weather is sunny.,0.10599807649850845,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,time_of_day,It is daytime.,0.15172293782234192,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/01,time_of_day,It is nighttime.,0.015927821397781372,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,motion,The vehicle is driving through a curve.,0.01164070051163435,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,motion,The vehicle is stopped.,0.1437959372997284,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,weather,The weather is rainy.,0.020050305873155594,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,weather,The weather is cloudy.,0.002762728137895465,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,time_of_day,It is nighttime.,0.4139381945133209,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,time_of_day,It is daytime.,0.00568055547773838,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,motion,The vehicle is stopped.,0.1633421778678894,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,motion,The vehicle is turning left.,0.28609803318977356,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,weather,The weather is sunny.,0.13780099153518677,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,weather,The weather is rainy.,0.004129291046410799,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,time_of_day,It is daytime.,0.15279434621334076,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,time_of_day,It is nighttime.,0.022513525560498238,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,motion,The vehicle is moving straight.,0.3164845407009125,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,motion,The vehicle is turning right.,0.20922262966632843,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,weather,It is snowing.,0.03982771933078766,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,weather,The weather is rainy.,0.13253915309906006,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,time_of_day,It is daytime.,0.1388942301273346,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,time_of_day,It is nighttime.,0.040288135409355164,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,motion,The vehicle is moving straight.,0.6018241047859192,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,motion,The vehicle is stopped.,0.2657308876514435,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,weather,The weather is sunny.,0.09890212118625641,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,weather,The weather is rainy.,0.0012653779704123735,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,time_of_day,It is daytime.,0.10479730367660522,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,time_of_day,It is nighttime.,0.0030794397462159395,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,motion,The vehicle is moving straight.,0.5809588432312012,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,motion,The vehicle is stopped.,0.21925710141658783,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,weather,The weather is sunny.,0.09749041497707367,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,weather,The weather is rainy.,0.009625761769711971,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,time_of_day,It is daytime.,0.14485593140125275,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/01,time_of_day,It is nighttime.,0.010235337540507317,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,motion,The vehicle is stopped.,0.12185001373291016,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,motion,The vehicle is driving through a curve.,0.032638609409332275,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,weather,The weather is rainy.,0.2733798921108246,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,weather,It is snowing.,0.01250351034104824,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,time_of_day,It is daytime.,0.15030759572982788,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_9/01,time_of_day,It is nighttime.,0.024864256381988525,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,motion,The vehicle is moving straight.,0.2709355056285858,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,motion,The vehicle is turning left.,0.22429564595222473,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,weather,The weather is rainy.,0.36214613914489746,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,weather,The weather is cloudy.,0.1130184605717659,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,time_of_day,It is daytime.,0.14623583853244781,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/03,time_of_day,It is nighttime.,0.015630878508090973,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,motion,The vehicle is moving straight.,0.25604644417762756,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,motion,The vehicle is turning left.,0.13514094054698944,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,weather,It is snowing.,0.010244714096188545,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,weather,The weather is cloudy.,0.05171580985188484,0
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,time_of_day,It is daytime.,0.13644209504127502,1
<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,time_of_day,It is nighttime.,0.06732047349214554,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,motion,The vehicle is stopped.,0.15598160028457642,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,motion,The vehicle is driving through a curve.,0.02221999689936638,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,weather,The weather is rainy.,0.10742980241775513,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,weather,It is snowing.,0.027367210015654564,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,time_of_day,It is daytime.,0.12670181691646576,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_3/04,time_of_day,It is nighttime.,0.027232162654399872,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,motion,The vehicle is moving straight.,0.23598788678646088,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,motion,The vehicle is stopped.,0.13662925362586975,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,weather,The weather is rainy.,0.18499746918678284,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,weather,The weather is sunny.,0.11251823604106903,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,time_of_day,It is daytime.,0.13759329915046692,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/03,time_of_day,It is nighttime.,0.013050489127635956,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,motion,The vehicle is moving straight.,0.5594047904014587,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,motion,The vehicle is driving through a curve.,0.3205747902393341,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,weather,The weather is sunny.,0.13326451182365417,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,weather,The weather is rainy.,0.0012223621597513556,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,time_of_day,It is daytime.,0.13890062272548676,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/02,time_of_day,It is nighttime.,0.014647693373262882,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,motion,The vehicle is moving straight.,0.5111434459686279,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,motion,The vehicle is turning right.,0.39784201979637146,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,weather,The weather is sunny.,0.15030845999717712,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,weather,The weather is rainy.,0.004235278349369764,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,time_of_day,It is daytime.,0.15785101056098938,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,time_of_day,It is nighttime.,0.02279018983244896,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,motion,The vehicle is moving straight.,0.21422630548477173,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,motion,The vehicle is driving through a curve.,0.021218575537204742,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,weather,The weather is rainy.,0.26056143641471863,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,weather,It is snowing.,0.009560898877680302,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,time_of_day,It is daytime.,0.14502519369125366,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_7/04,time_of_day,It is nighttime.,0.04787159338593483,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,motion,The vehicle is moving straight.,0.378616601228714,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,motion,The vehicle is driving through a curve.,0.041013073176145554,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,weather,The weather is sunny.,0.16150103509426117,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,weather,The weather is cloudy.,0.12377206981182098,0
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,time_of_day,It is daytime.,0.15017996728420258,1
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/03,time_of_day,It is nighttime.,0.012171352282166481,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,motion,The vehicle is stopped.,0.12518030405044556,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,motion,The vehicle is turning left.,0.1444106251001358,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,weather,The weather is rainy.,0.18711838126182556,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,weather,It is snowing.,0.014758259057998657,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,time_of_day,It is daytime.,0.13302072882652283,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/04,time_of_day,It is nighttime.,0.014103591442108154,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,motion,The vehicle is driving through a curve.,0.06835532933473587,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,motion,The vehicle is moving straight.,0.333891361951828,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,weather,The weather is rainy.,0.22793054580688477,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,weather,It is snowing.,0.06423141062259674,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,time_of_day,It is daytime.,0.13560530543327332,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_8/02,time_of_day,It is nighttime.,0.04550636187195778,0
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,motion,The vehicle is driving through a curve.,0.21845924854278564,1
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,motion,The vehicle is turning left.,0.28467538952827454,0
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,weather,The weather is rainy.,0.0851554200053215,1
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,weather,The weather is sunny.,0.12023479491472244,0
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,time_of_day,It is daytime.,0.15354055166244507,1
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_6/02,time_of_day,It is nighttime.,0.01873355731368065,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,motion,The vehicle is moving straight.,0.29361316561698914,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,motion,The vehicle is driving through a curve.,0.07369744032621384,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,weather,The weather is rainy.,0.2829291820526123,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,weather,The weather is sunny.,0.0699429139494896,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,time_of_day,It is daytime.,0.11839914321899414,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/03,time_of_day,It is nighttime.,0.028859613463282585,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,motion,The vehicle is moving straight.,0.6049654483795166,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,motion,The vehicle is turning right.,0.27174365520477295,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,weather,The weather is sunny.,0.06551451236009598,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,weather,It is snowing.,0.0004226448363624513,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,time_of_day,It is daytime.,0.13456840813159943,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/02,time_of_day,It is nighttime.,0.0032145478762686253,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,motion,The vehicle is moving straight.,0.2916690707206726,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,motion,The vehicle is turning left.,0.21129806339740753,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,weather,The weather is rainy.,0.3026869595050812,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,weather,It is snowing.,0.06249723210930824,0
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,time_of_day,It is daytime.,0.12940484285354614,1
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/02,time_of_day,It is nighttime.,0.035634592175483704,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,motion,The vehicle is stopped.,0.2284887582063675,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,motion,The vehicle is turning left.,0.15515874326229095,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,weather,The weather is sunny.,0.09334671497344971,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,weather,It is snowing.,0.0007691599894315004,0
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,time_of_day,It is daytime.,0.15414436161518097,1
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,time_of_day,It is nighttime.,0.011677511967718601,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,motion,The vehicle is moving straight.,0.34453287720680237,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,motion,The vehicle is turning left.,0.3639712631702423,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,weather,The weather is sunny.,0.13277633488178253,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,weather,The weather is cloudy.,0.16078226268291473,0
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,time_of_day,It is daytime.,0.16799265146255493,1
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/04,time_of_day,It is nighttime.,0.006859774701297283,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,motion,The vehicle is stopped.,0.38355714082717896,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,motion,The vehicle is moving straight.,0.4293983280658722,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,weather,The weather is sunny.,0.19074538350105286,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,weather,It is snowing.,0.0003226935805287212,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,time_of_day,It is daytime.,0.16685816645622253,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/01,time_of_day,It is nighttime.,0.006674255710095167,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,motion,The vehicle is moving straight.,0.23999302089214325,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,motion,The vehicle is driving through a curve.,0.11792999505996704,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,weather,The weather is cloudy.,0.01106533408164978,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,weather,The weather is sunny.,0.009453781880438328,0
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,time_of_day,It is daytime.,0.04502984508872032,1
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,time_of_day,It is nighttime.,0.16407924890518188,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,motion,The vehicle is moving straight.,0.2368958592414856,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,motion,The vehicle is stopped.,0.2043418288230896,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,weather,The weather is rainy.,0.2028496116399765,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,weather,The weather is cloudy.,0.05818730965256691,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,time_of_day,It is daytime.,0.12326017022132874,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_24/04,time_of_day,It is nighttime.,0.08653916418552399,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,motion,The vehicle is driving through a curve.,0.04028839245438576,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,motion,The vehicle is moving straight.,0.2877509295940399,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,weather,The weather is rainy.,0.3211720585823059,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,weather,The weather is sunny.,0.050736475735902786,0
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,time_of_day,It is daytime.,0.12616181373596191,1
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_3/03,time_of_day,It is nighttime.,0.10139725357294083,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,motion,The vehicle is stopped.,0.14581841230392456,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,motion,The vehicle is moving straight.,0.41402482986450195,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,weather,The weather is sunny.,0.2130638211965561,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,weather,It is snowing.,0.0005074074724689126,0
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,time_of_day,It is daytime.,0.15870049595832825,1
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,time_of_day,It is nighttime.,0.024631811305880547,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04,motion,The vehicle is stopped.,0.339057058095932,1
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04,motion,The vehicle is moving straight.,0.49148160219192505,0
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04,weather,The weather is rainy.,0.05246686562895775,1
